,symbol,emoji,kline,alert_price,Time_(MSK),resist_level,n_touches,conf_level,resist_length,max_ratio_p
18196,LTCUSDT,💥💥💥,1 kline,60.8,2023-10-19 10:01:49.489000,60.5,7.0,0.0,9.0,0.28
18197,BLZUSDT,💥💥💥,1 kline,0.14946,2023-10-19 09:55:26.256000,0.14721,6.0,0.0,29.0,3.292
18198,SOLUSDT,🌊🌊🌊,2 kline,23.867,2023-10-19 09:50:44.879000,23.8,4.0,0.0,41.0,0.109
18199,IDEXUSDT,🌊🌊🌊,2 kline,0.04161,2023-10-19 09:41:37.948000,0.04148,8.0,0.0,23.0,1.418
18200,IDEXUSDT,🌊🌊🌊,2 kline,0.04161,2023-10-19 09:41:37.948000,0.04148,8.0,0.0,23.0,1.418
18201,LQTYUSDT,💥💥💥,1 kline,1.485,2023-10-19 09:36:54.608000,1.4508,1.0,0.0,1.0,1.98
18202,BONDUSDT,💥💥💥,1 kline,2.839,2023-10-19 09:36:52.550000,2.825,4.0,2.0,143.0,3.558
18203,1000XECUSDT,🌊🌊🌊,2 kline,0.02475,2023-10-19 09:22:27.709000,0.02468,5.0,0.0,14.0,1.172
18204,FOOTBALLUSDT,🌊🌊🌊,2 kline,339.5,2023-10-19 09:19:51.306000,338.11,8.0,0.0,25.0,2.404
18205,BNTUSDT,💥💥💥,1 kline,0.5985,2023-10-19 09:18:19.199000,0.5958,3.0,1.0,71.0,1.253
18206,INJUSDT,🌊🌊🌊,2 kline,8.172,2023-10-19 09:01:54.520000,8.124,3.0,0.0,8.0,0.71
18207,UNFIUSDT,🌊🌊🌊,2 kline,5.936,2023-10-19 09:00:49.522000,5.93,8.0,0.0,23.0,0.236
18208,BAKEUSDT,🌊🌊🌊,2 kline,0.1207,2023-10-19 09:00:22.407000,0.12,3.0,0.0,5.0,0.083
18209,UMAUSDT,💥💥💥,1 kline,1.349,2023-10-19 08:59:52.013000,1.34,2.0,0.0,8.0,1.483
18210,FRONTUSDT,🌊🌊🌊,2 kline,0.2542,2023-10-19 08:59:52.031000,0.2508,5.0,0.0,5.0,0.157
18211,COMBOUSDT,🌊🌊🌊,2 kline,0.4923,2023-10-19 08:50:37.301000,0.492,5.0,0.0,11.0,0.63
18212,ORBSUSDT,💥💥💥,1 kline,0.04241,2023-10-19 08:49:41.753000,0.0418,4.0,0.0,26.0,0.778
18213,BICOUSDT,💥💥💥,1 kline,0.2103,2023-10-19 08:47:47.671000,0.2104,3.0,0.0,1.0,0.048
18214,BLZUSDT,💥💥💥,1 kline,0.14828,2023-10-19 08:33:46.280000,0.14744,7.0,0.0,28.0,1.848
18215,HIFIUSDT,💥💥💥,1 kline,0.4879,2023-10-19 08:23:55.360000,0.4831,3.0,0.0,2.0,0.205
18216,RLCUSDT,🌊🌊🌊,2 kline,0.9644,2023-10-19 08:13:19.723000,0.9557,10.0,0.0,16.0,0.041
18217,ARKUSDT,💥💥💥,1 kline,0.4345,2023-10-19 08:10:40.917000,0.4322,4.0,0.0,7.0,0.898
18218,OMGUSDT,🌊🌊🌊,2 kline,0.4413,2023-10-19 08:08:13.797000,0.4372,3.0,0.0,9.0,0.181
18219,BIGTIMEUSDT,💥💥💥,1 kline,0.1468,2023-10-19 08:04:51.279000,0.1433,1.0,0.0,1.0,4.973
18220,BANDUSDT,💥💥💥,1 kline,1.4198,2023-10-19 08:02:52.252000,1.4059,2.0,0.0,1.0,2.965
18221,AVAXUSDT,🌊🌊🌊,2 kline,8.851,2023-10-19 08:02:36.148000,8.822,9.0,0.0,37.0,0.813
18222,STPTUSDT,🌊🌊🌊,2 kline,0.06739,2023-10-19 08:01:51.233000,0.06616,1.0,0.0,1.0,2.077
18223,ARKMUSDT,🌊🌊🌊,2 kline,0.2946,2023-10-19 07:46:12.405000,0.2932,5.0,1.0,65.0,2.648
18224,ORBSUSDT,💥💥💥,1 kline,0.03859,2023-10-19 07:33:59.136000,0.03763,1.0,0.0,1.0,12.076
18225,BICOUSDT,💥💥💥,1 kline,0.2095,2023-10-19 07:33:43.311000,0.2088,2.0,0.0,1.0,1.862
18226,TRBUSDT,💥💥💥,1 kline,60.301,2023-10-19 07:30:36.547000,59.897,1.0,0.0,1.0,2.254
18227,MTLUSDT,💥💥💥,1 kline,1.25,2023-10-19 07:30:32.002000,1.2449,3.0,0.0,22.0,0.288
18228,KEYUSDT,💥💥💥,1 kline,0.005622,2023-10-19 07:30:31.812000,0.00563,2.0,0.0,4.0,2.063
18229,STORJUSDT,💥💥💥,1 kline,0.3567,2023-10-19 07:06:38.447000,0.3563,4.0,0.0,6.0,0.056
18230,BNTUSDT,💥💥💥,1 kline,0.5419,2023-10-19 07:04:58.068000,0.5383,4.0,0.0,2.0,9.946
18231,LQTYUSDT,💥💥💥,1 kline,1.506,2023-10-19 07:02:49.281000,1.4972,6.0,0.0,18.0,1.474
18232,BANDUSDT,💥💥💥,1 kline,1.425,2023-10-19 06:55:32.632000,1.4017,4.0,0.0,7.0,3.874
18233,KNCUSDT,💥💥💥,1 kline,0.6761,2023-10-19 06:42:48.302000,0.6731,4.0,0.0,4.0,0.237
18234,AMBUSDT,🌊🌊🌊,4 kline,0.008106,2023-10-19 06:37:36.071000,0.008026,4.0,0.0,8.0,0.197
18236,AMBUSDT,💥💥💥,1 kline,0.008082,2023-10-19 06:34:18.968000,0.008026,4.0,0.0,8.0,0.631
18237,KEYUSDT,💥💥💥,1 kline,0.005768,2023-10-19 06:32:38.214000,0.005744,4.0,0.0,3.0,0.173
18239,XVSUSDT,💥💥💥,1 kline,4.564,2023-10-19 06:17:57.142000,4.488,5.0,0.0,13.0,1.599
18240,ALPHAUSDT,🌊🌊🌊,2 kline,0.06818,2023-10-19 06:15:03.000000,0.06769,9.0,0.0,45.0,0.587
18241,ICPUSDT,🌊🌊🌊,2 kline,3.057,2023-10-19 06:14:06.866000,3.035,15.0,1.0,65.0,0.098
18242,LPTUSDT,💥💥💥,1 kline,5.403,2023-10-19 06:13:56.286000,5.371,11.0,1.0,54.0,0.574
18243,AGLDUSDT,💥💥💥,1 kline,0.5295,2023-10-19 06:13:56.179000,0.5272,4.0,1.0,53.0,0.529
18244,IMXUSDT,💥💥💥,1 kline,0.5107,2023-10-19 06:13:55.973000,0.5069,10.0,0.0,21.0,0.137
18245,DEFIUSDT,💥💥💥,1 kline,507.3,2023-10-19 06:13:55.403000,503.8,9.0,1.0,56.0,0.375
18246,YGGUSDT,💥💥💥,1 kline,0.2202,2023-10-19 06:13:53.989000,0.2181,5.0,1.0,59.0,1.408
18247,TRBUSDT,💥💥💥,1 kline,57.903,2023-10-19 06:07:42.071000,57.537,5.0,0.0,11.0,7.421
18248,LOOMUSDT,💥💥💥,1 kline,0.1369,2023-10-19 06:02:43.502000,0.1359,1.0,0.0,1.0,1.242
18249,ARBUSDT,🌊🌊🌊,2 kline,0.772,2023-10-19 05:58:40.427000,0.7685,7.0,0.0,22.0,0.415
18250,BICOUSDT,🌊🌊🌊,2 kline,0.1998,2023-10-19 05:56:17.074000,0.1987,4.0,0.0,3.0,6.507
18251,SUIUSDT,💥💥💥,1 kline,0.3724,2023-10-19 05:47:25.432000,0.3706,4.0,0.0,13.0,1.88
18252,LINKUSDT,🌊🌊🌊,2 kline,7.291,2023-10-19 05:44:31.022000,7.258,8.0,0.0,12.0,0.247
18253,MINAUSDT,💥💥💥,1 kline,0.3804,2023-10-19 05:36:59.676000,0.3773,2.0,0.0,4.0,0.184
18254,KEYUSDT,🌊🌊🌊,2 kline,0.00571,2023-10-19 05:27:44.094000,0.005694,5.0,0.0,11.0,1.191
18255,LOOMUSDT,💥💥💥,1 kline,0.1353,2023-10-19 05:01:58.277000,0.1346,1.0,0.0,1.0,3.4
18256,BONDUSDT,💥💥💥,1 kline,2.917,2023-10-19 05:01:44.165000,2.917,3.0,0.0,2.0,2.125
18257,ORBSUSDT,💥💥💥,1 kline,0.04077,2023-10-19 05:01:22.131000,0.0399,2.0,0.0,1.0,1.153
18258,APTUSDT,💥💥💥,1 kline,4.869,2023-10-19 04:53:15.714000,4.897,5.0,0.0,10.0,1.171
18260,BTCDOMUSDT,🌊🌊🌊,2 kline,2099.2,2023-10-19 04:45:40.919000,2091.3,15.0,0.0,38.0,0.124
18261,BCHUSDT,💥💥💥,1 kline,229.17,2023-10-19 04:39:21.481000,228.22,8.0,0.0,18.0,0.074
18262,1000XECUSDT,🌊🌊🌊,2 kline,0.02478,2023-10-19 04:07:05.680000,0.02468,4.0,0.0,12.0,0.565
18263,ARKMUSDT,💥💥💥,1 kline,0.2924,2023-10-19 04:06:55.692000,0.2914,11.0,2.0,131.0,0.889
18264,KNCUSDT,💥💥💥,1 kline,0.6844,2023-10-19 03:49:30.628000,0.6797,7.0,0.0,13.0,1.257
18265,BNXUSDT,💥💥💥,1 kline,0.2405,2023-10-19 03:48:34.350000,0.2392,1.0,0.0,1.0,0.582
18266,LQTYUSDT,💥💥💥,1 kline,1.4844,2023-10-19 03:47:49.719000,1.4755,2.0,0.0,15.0,0.317
18267,XVGUSDT,🌊🌊🌊,2 kline,0.003173,2023-10-19 03:46:44.291000,0.003163,4.0,0.0,3.0,0.284
18268,TRBUSDT,💥💥💥,1 kline,59.252,2023-10-19 03:45:37.118000,58.997,5.0,2.0,107.0,0.25
18269,ORBSUSDT,💥💥💥,1 kline,0.04094,2023-10-19 03:40:55.506000,0.04015,2.0,0.0,1.0,9.38
18270,STMXUSDT,🌊🌊🌊,2 kline,0.00665,2023-10-19 03:38:55.674000,0.00653,1.0,0.0,1.0,0.15
18271,ZILUSDT,🌊🌊🌊,2 kline,0.01675,2023-10-19 03:38:25.338000,0.01661,13.0,2.0,130.0,1.612
18272,MKRUSDT,🌊🌊🌊,2 kline,1384.4,2023-10-19 03:33:33.928000,1381.4,9.0,0.0,46.0,0.354
18273,XVSUSDT,🌊🌊🌊,3 kline,4.55,2023-10-19 03:25:11.907000,4.517,5.0,0.0,3.0,0.176
18274,INJUSDT,🌊🌊🌊,2 kline,8.175,2023-10-19 03:19:41.251000,8.138,2.0,0.0,2.0,0.196
18275,DODOXUSDT,💥💥💥,1 kline,0.09261,2023-10-19 03:17:41.169000,0.09238,1.0,0.0,1.0,0.529
18276,STORJUSDT,💥💥💥,1 kline,0.3593,2023-10-19 03:17:14.851000,0.3546,3.0,0.0,1.0,3.924
18277,ARKUSDT,💥💥💥,1 kline,0.4572,2023-10-19 03:10:55.701000,0.4565,7.0,0.0,14.0,3.521
18278,STPTUSDT,💥💥💥,1 kline,0.07359,2023-10-19 03:01:46.612000,0.07396,2.0,0.0,2.0,0.394
18279,1INCHUSDT,💥💥💥,1 kline,0.2501,2023-10-19 03:00:25.435000,0.249,5.0,0.0,13.0,9.836
18280,MTLUSDT,🌊🌊🌊,2 kline,1.2529,2023-10-19 02:30:40.025000,1.2501,8.0,0.0,4.0,0.934
18281,BONDUSDT,💥💥💥,1 kline,3.021,2023-10-19 02:20:20.127000,3.001,4.0,0.0,35.0,0.695
18282,WAXPUSDT,💥💥💥,1 kline,0.06175,2023-10-19 02:16:48.929000,0.06029,2.0,0.0,19.0,7.174
18283,TOMOUSDT,🌊🌊🌊,2 kline,1.5197,2023-10-19 02:12:22.707000,1.514,7.0,0.0,14.0,0.869
18284,KNCUSDT,🌊🌊🌊,2 kline,0.6797,2023-10-19 02:01:53.664000,0.6755,3.0,0.0,7.0,2.545
18285,OMGUSDT,🌊🌊🌊,2 kline,0.4418,2023-10-19 02:01:41.578000,0.4406,14.0,2.0,148.0,0.226
18286,BIGTIMEUSDT,💥💥💥,1 kline,0.1634,2023-10-19 02:01:37.364000,0.1612,4.0,0.0,24.0,0.245
18287,DOGEUSDT,🌊🌊🌊,2 kline,0.05861,2023-10-19 01:56:08.092000,0.05851,10.0,0.0,46.0,0.563
18288,BLURUSDT,💥💥💥,1 kline,0.194,2023-10-19 01:49:46.325000,0.194,2.0,0.0,2.0,7.01
18289,KEYUSDT,💥💥💥,1 kline,0.005783,2023-10-19 01:29:36.142000,0.00577,2.0,0.0,1.0,0.467
18290,MAGICUSDT,🌊🌊🌊,2 kline,0.427,2023-10-19 01:20:54.957000,0.4252,1.0,0.0,1.0,0.304
18291,1000FLOKIUSDT,🌊🌊🌊,2 kline,0.0184,2023-10-19 01:20:17.052000,0.01839,3.0,1.0,90.0,0.598
18292,STPTUSDT,🌊🌊🌊,2 kline,0.07201,2023-10-19 01:14:53.806000,0.07175,3.0,0.0,18.0,2.708
18293,ASTRUSDT,🌊🌊🌊,2 kline,0.03905,2023-10-19 01:03:00.981000,0.03894,3.0,0.0,11.0,0.512
18294,COMPUSDT,🌊🌊🌊,2 kline,39.8,2023-10-19 01:02:58.649000,39.75,10.0,0.0,44.0,0.729
18295,LOOMUSDT,💥💥💥,1 kline,0.1342,2023-10-19 01:01:56.290000,0.1308,2.0,0.0,1.0,15.276
18296,BONDUSDT,💥💥💥,1 kline,2.959,2023-10-19 01:01:46.853000,2.93,3.0,0.0,9.0,2.332
18297,BNTUSDT,💥💥💥,1 kline,0.5715,2023-10-19 00:57:36.459000,0.5679,8.0,0.0,35.0,0.77
18298,WAXPUSDT,💥💥💥,1 kline,0.05662,2023-10-19 00:57:34.959000,0.05635,1.0,0.0,1.0,15.789
18299,ZRXUSDT,🌊🌊🌊,2 kline,0.2269,2023-10-19 00:52:54.114000,0.2255,1.0,0.0,1.0,1.498
18300,ZRXUSDT,🌊🌊🌊,2 kline,0.2269,2023-10-19 00:52:54.114000,0.2255,1.0,0.0,1.0,1.498
18301,BANDUSDT,💥💥💥,1 kline,1.4051,2023-10-19 00:51:37.339000,1.3993,3.0,0.0,9.0,2.0
18302,BLZUSDT,💥💥💥,1 kline,0.14883,2023-10-19 00:50:59.007000,0.14872,3.0,0.0,10.0,2.298
18303,ORBSUSDT,🌊🌊🌊,2 kline,0.03928,2023-10-19 00:43:30.340000,0.03781,2.0,0.0,3.0,10.998
18304,UMAUSDT,🌊🌊🌊,2 kline,1.517,2023-10-19 00:41:39.781000,1.508,3.0,0.0,27.0,1.912
18305,TRBUSDT,💥💥💥,1 kline,59.1,2023-10-19 00:36:57.321000,58.818,1.0,0.0,1.0,0.731
18306,BIGTIMEUSDT,💥💥💥,1 kline,0.1549,2023-10-19 00:24:53.420000,0.1533,3.0,0.0,1.0,5.875
18307,STRAXUSDT,🌊🌊🌊,2 kline,0.7377,2023-10-19 00:22:48.225000,0.731,4.0,0.0,2.0,5.246
18308,KEYUSDT,💥💥💥,1 kline,0.005835,2023-10-19 00:00:49.226000,0.005808,7.0,0.0,29.0,0.017
18309,LQTYUSDT,💥💥💥,1 kline,1.488,2023-10-18 23:51:09.840000,1.4644,6.0,0.0,19.0,0.403
18310,STPTUSDT,💥💥💥,1 kline,0.07074,2023-10-18 23:48:40.490000,0.07077,1.0,0.0,1.0,3.902
18311,LOOMUSDT,💥💥💥,1 kline,0.1252,2023-10-18 23:48:00.038000,0.1245,1.0,0.0,1.0,19.728
18312,PENDLEUSDT,💥💥💥,1 kline,0.6883,2023-10-18 23:45:42.321000,0.6868,3.0,0.0,6.0,0.683
18313,BONDUSDT,💥💥💥,1 kline,2.914,2023-10-18 23:43:42.510000,2.9,4.0,0.0,1.0,3.054
18314,BNTUSDT,💥💥💥,1 kline,0.5674,2023-10-18 23:27:20.158000,0.5642,2.0,0.0,2.0,1.093
18315,FRONTUSDT,🌊🌊🌊,2 kline,0.2629,2023-10-18 23:16:35.912000,0.2618,3.0,1.0,90.0,0.913
18316,TOMOUSDT,🌊🌊🌊,2 kline,1.5221,2023-10-18 23:14:31.281000,1.5134,4.0,0.0,8.0,0.072
18317,BIGTIMEUSDT,💥💥💥,1 kline,0.1507,2023-10-18 23:08:18.845000,0.1503,4.0,0.0,11.0,6.038
18318,BANDUSDT,💥💥💥,1 kline,1.4148,2023-10-18 23:07:50.303000,1.3994,2.0,0.0,11.0,0.262
18319,IOTXUSDT,💥💥💥,1 kline,0.01781,2023-10-18 23:02:26.663000,0.01772,4.0,0.0,4.0,2.358
18320,ORBSUSDT,💥💥💥,1 kline,0.03774,2023-10-18 23:00:54.721000,0.03769,1.0,0.0,1.0,6.995
18321,BLURUSDT,💥💥💥,1 kline,0.2228,2023-10-18 22:17:52.055000,0.2196,2.0,0.0,1.0,0.853
18322,BANDUSDT,💥💥💥,1 kline,1.3798,2023-10-18 22:01:00.046000,1.3826,1.0,0.0,1.0,2.718
18323,FRONTUSDT,💥💥💥,1 kline,0.2598,2023-10-18 21:56:57.657000,0.259,4.0,0.0,7.0,1.463
18324,STPTUSDT,🌊🌊🌊,2 kline,0.06849,2023-10-18 21:56:24.322000,0.0676,4.0,0.0,4.0,5.665
18325,BONDUSDT,💥💥💥,1 kline,2.913,2023-10-18 21:55:29.415000,2.976,2.0,0.0,1.0,0.721
18326,BNTUSDT,💥💥💥,1 kline,0.5579,2023-10-18 21:42:26.887000,0.5568,3.0,0.0,4.0,1.775
18327,CYBERUSDT,💥💥💥,1 kline,4.265,2023-10-18 21:31:41.027000,4.226,2.0,1.0,86.0,1.008
18328,KEYUSDT,💥💥💥,1 kline,0.005865,2023-10-18 21:25:38.275000,0.005817,4.0,0.0,18.0,0.324
18329,PENDLEUSDT,💥💥💥,1 kline,0.6922,2023-10-18 21:21:42.755000,0.692,4.0,0.0,4.0,0.26
18330,TRBUSDT,💥💥💥,1 kline,56.784,2023-10-18 21:19:33.723000,56.293,10.0,0.0,24.0,6.046
18331,BIGTIMEUSDT,💥💥💥,1 kline,0.1448,2023-10-18 20:31:16.262000,0.1429,1.0,0.0,1.0,8.287
18332,XRPUSDT,💥💥💥,1 kline,0.4904,2023-10-18 20:11:50.542000,0.4878,4.0,0.0,4.0,0.347
18333,STXUSDT,🌊🌊🌊,2 kline,0.5649,2023-10-18 20:08:27.062000,0.5583,2.0,0.0,1.0,1.151
18334,WAXPUSDT,💥💥💥,1 kline,0.05883,2023-10-18 20:07:54.381000,0.06297,1.0,0.0,1.0,5.388
18335,IOSTUSDT,💥💥💥,1 kline,0.007388,2023-10-18 20:07:38.023000,0.007319,8.0,0.0,37.0,0.135
18339,AMBUSDT,💥💥💥,1 kline,0.008176,2023-10-18 19:47:28.378000,0.008165,9.0,0.0,21.0,1.639
18340,SUIUSDT,🌊🌊🌊,2 kline,0.3767,2023-10-18 19:37:19.319000,0.3757,3.0,0.0,8.0,3.504
18341,SEIUSDT,🌊🌊🌊,2 kline,0.1011,2023-10-18 19:26:13.113000,0.1003,2.0,0.0,11.0,10.188
18342,COMBOUSDT,🌊🌊🌊,3 kline,0.5068,2023-10-18 19:25:33.385000,0.5044,3.0,0.0,6.0,0.197
18343,OGNUSDT,🌊🌊🌊,2 kline,0.1122,2023-10-18 19:17:05.439000,0.1114,3.0,0.0,6.0,0.713
18344,BTCUSDT_231229,🌊🌊🌊,2 kline,28594.2,2023-10-18 19:05:35.521000,28531.6,22.0,1.0,86.0,0.428
18345,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,28325.1,2023-10-18 19:05:35.056000,,,,,
18346,SPELLUSDT,💥💥💥,1 kline,0.0004209,2023-10-18 19:04:58.459000,0.0004184,7.0,0.0,7.0,0.523
18347,IOSTUSDT,🌊🌊🌊,2 kline,0.007243,2023-10-18 19:03:05.549000,0.007221,17.0,1.0,80.0,2.14
18348,CKBUSDT,🌊🌊🌊,2 kline,0.002523,2023-10-18 19:02:22.771000,0.002518,12.0,0.0,47.0,0.674
18349,CHZUSDT,🌊🌊🌊,2 kline,0.05782,2023-10-18 18:58:56.416000,0.05731,7.0,0.0,10.0,0.277
18350,PENDLEUSDT,💥💥💥,1 kline,0.6971,2023-10-18 18:55:15.713000,0.694,7.0,1.0,71.0,0.775
18351,INJUSDT,💥💥💥,1 kline,8.027,2023-10-18 18:54:46.287000,7.972,3.0,0.0,5.0,2.928
18352,TRBUSDT,💥💥💥,1 kline,55.407,2023-10-18 18:47:46.718000,55.412,1.0,0.0,1.0,3.335
18353,ICPUSDT,💥💥💥,1 kline,3.074,2023-10-18 18:44:46.104000,3.061,14.0,1.0,51.0,1.789
18354,STXUSDT,💥💥💥,1 kline,0.5569,2023-10-18 18:35:52.287000,0.5517,6.0,0.0,11.0,2.604
18355,KNCUSDT,💥💥💥,1 kline,0.704,2023-10-18 18:23:48.572000,0.7029,2.0,0.0,1.0,0.497
18356,BNXUSDT,💥💥💥,1 kline,0.2365,2023-10-18 18:23:39.792000,0.2367,7.0,0.0,13.0,1.987
18357,TOMOUSDT,💥💥💥,1 kline,1.5224,2023-10-18 18:21:44.327000,1.5175,2.0,0.0,2.0,0.42
18358,SFPUSDT,🌊🌊🌊,2 kline,0.641,2023-10-18 18:10:33.472000,0.6367,10.0,0.0,36.0,0.203
18359,LUNA2USDT,💥💥💥,1 kline,0.407,2023-10-18 17:52:23.317000,0.4058,8.0,1.0,53.0,0.025
18360,CKBUSDT,💥💥💥,1 kline,0.002524,2023-10-18 17:39:59.555000,0.002518,9.0,1.0,55.0,1.902
18361,SNXUSDT,🌊🌊🌊,2 kline,1.968,2023-10-18 17:25:59.495000,1.955,3.0,0.0,3.0,0.102
18362,PENDLEUSDT,🌊🌊🌊,2 kline,0.6978,2023-10-18 17:24:21.364000,0.6912,4.0,0.0,13.0,0.674
18363,BONDUSDT,💥💥💥,1 kline,3.054,2023-10-18 17:20:34.354000,3.025,4.0,0.0,13.0,1.277
18364,BLURUSDT,🌊🌊🌊,2 kline,0.1871,2023-10-18 17:10:40.707000,0.1828,4.0,1.0,52.0,11.705
18365,LQTYUSDT,💥💥💥,1 kline,1.5133,2023-10-18 16:51:51.829000,1.5107,7.0,0.0,21.0,0.383
18366,1000XECUSDT,💥💥💥,1 kline,0.02498,2023-10-18 16:24:59.118000,0.02484,7.0,0.0,11.0,1.441
18367,1000FLOKIUSDT,🌊🌊🌊,2 kline,0.01773,2023-10-18 16:23:45.245000,0.01779,1.0,0.0,1.0,10.547
18368,TRBUSDT,💥💥💥,1 kline,56.652,2023-10-18 16:18:41.085000,56.399,2.0,0.0,17.0,0.074
18369,BNTUSDT,🌊🌊🌊,2 kline,0.6124,2023-10-18 16:12:26.569000,0.5989,7.0,0.0,2.0,7.43
18370,HBARUSDT,🌊🌊🌊,2 kline,0.04799,2023-10-18 15:55:52.025000,0.04773,8.0,0.0,5.0,0.771
18371,TRUUSDT,🌊🌊🌊,2 kline,0.03285,2023-10-18 15:50:16.646000,0.0328,18.0,2.0,115.0,1.735
18372,STXUSDT,💥💥💥,1 kline,0.5575,2023-10-18 15:27:15.809000,0.5557,13.0,2.0,124.0,1.202
18373,UMAUSDT,💥💥💥,1 kline,1.521,2023-10-18 15:19:33.088000,1.495,4.0,1.0,61.0,1.512
18374,BIGTIMEUSDT,💥💥💥,1 kline,0.1661,2023-10-18 15:00:35.565000,0.164,6.0,0.0,7.0,0.421
18375,UNIUSDT,🌊🌊🌊,2 kline,3.909,2023-10-18 14:57:36.944000,3.904,5.0,0.0,5.0,1.023
18376,BLZUSDT,💥💥💥,1 kline,0.15131,2023-10-18 14:45:57.047000,0.14882,1.0,0.0,1.0,1.725
18377,BELUSDT,💥💥💥,1 kline,0.5355,2023-10-18 14:32:59.242000,0.5365,3.0,0.0,26.0,0.28
18378,KNCUSDT,💥💥💥,1 kline,0.71,2023-10-18 14:27:39.010000,0.7077,1.0,0.0,1.0,0.408
18379,STRAXUSDT,💥💥💥,1 kline,0.9069,2023-10-18 14:20:55.360000,0.8977,2.0,0.0,2.0,0.298
18380,LQTYUSDT,💥💥💥,1 kline,1.5183,2023-10-18 14:19:07.192000,1.5,3.0,0.0,9.0,1.838
18381,BONDUSDT,💥💥💥,1 kline,3.113,2023-10-18 14:19:04.155000,3.143,2.0,0.0,1.0,0.739
18382,GALUSDT,💥💥💥,1 kline,1.1226,2023-10-18 13:57:26.930000,1.1195,6.0,0.0,5.0,0.062
18383,ZRXUSDT,💥💥💥,1 kline,0.263,2023-10-18 13:44:52.963000,0.2619,3.0,0.0,11.0,0.684
18384,BLURUSDT,🌊🌊🌊,2 kline,0.1854,2023-10-18 13:33:39.160000,0.183,4.0,0.0,19.0,0.593
18385,KNCUSDT,💥💥💥,1 kline,0.7052,2023-10-18 13:18:45.330000,0.7044,1.0,0.0,1.0,1.092
18386,TRBUSDT,💥💥💥,1 kline,56.803,2023-10-18 13:17:46.926000,56.644,4.0,0.0,5.0,1.049
18387,BLZUSDT,💥💥💥,1 kline,0.1399,2023-10-18 13:12:48.249000,0.1386,5.0,0.0,15.0,10.021
18388,BANDUSDT,💥💥💥,1 kline,1.4381,2023-10-18 13:08:10.545000,1.423,4.0,0.0,49.0,7.572
18389,BIGTIMEUSDT,🌊🌊🌊,2 kline,0.1715,2023-10-18 13:07:43.559000,0.1678,2.0,0.0,1.0,0.292
18390,FRONTUSDT,💥💥💥,1 kline,0.2757,2023-10-18 12:47:34.020000,0.2752,8.0,0.0,16.0,0.036
18392,GMXUSDT,🌊🌊🌊,2 kline,35.87,2023-10-18 12:34:33.933000,35.76,5.0,2.0,111.0,0.0
18393,INJUSDT,🌊🌊🌊,2 kline,7.936,2023-10-18 12:33:45.355000,7.91,11.0,0.0,15.0,0.025
18394,PENDLEUSDT,🌊🌊🌊,2 kline,0.687,2023-10-18 12:32:31.413000,0.6838,15.0,1.0,74.0,0.408
18395,CHZUSDT,🌊🌊🌊,2 kline,0.05729,2023-10-18 12:29:31.740000,0.05704,8.0,0.0,16.0,0.716
18396,STXUSDT,🌊🌊🌊,2 kline,0.5576,2023-10-18 12:25:33.352000,0.5531,4.0,0.0,10.0,0.484
18397,BNXUSDT,💥💥💥,1 kline,0.246,2023-10-18 12:20:58.961000,0.2444,5.0,0.0,24.0,0.691
18398,EDUUSDT,🌊🌊🌊,2 kline,0.404,2023-10-18 11:59:31.634000,0.401,12.0,0.0,39.0,0.272
18399,RDNTUSDT,🌊🌊🌊,2 kline,0.21,2023-10-18 11:56:49.025000,0.2087,11.0,1.0,65.0,0.19
18400,RDNTUSDT,🌊🌊🌊,2 kline,0.21,2023-10-18 11:56:49.025000,0.2087,11.0,1.0,65.0,0.19
18401,1000PEPEUSDT,🌊🌊🌊,2 kline,0.0006397,2023-10-18 11:56:34.126000,0.0006377,9.0,0.0,24.0,0.094
18402,IDUSDT,🌊🌊🌊,3 kline,0.1814,2023-10-18 11:54:14.238000,0.18,11.0,0.0,33.0,0.11
18403,KNCUSDT,💥💥💥,1 kline,0.6975,2023-10-18 11:51:58.068000,0.6921,8.0,0.0,14.0,1.276
18404,BLZUSDT,🌊🌊🌊,2 kline,0.13769,2023-10-18 11:50:57.441000,0.13696,9.0,0.0,14.0,5.897
18405,LQTYUSDT,💥💥💥,1 kline,1.4908,2023-10-18 11:39:27.232000,1.4916,5.0,0.0,8.0,0.49
18406,TOMOUSDT,🌊🌊🌊,2 kline,1.5373,2023-10-18 11:25:16.278000,1.532,7.0,1.0,60.0,0.228
18407,BIGTIMEUSDT,💥💥💥,1 kline,0.1664,2023-10-18 11:21:58.818000,0.1654,1.0,0.0,1.0,3.365
18408,BNTUSDT,💥💥💥,1 kline,0.6051,2023-10-18 11:16:44.247000,0.6025,8.0,1.0,93.0,0.264
18409,SKLUSDT,🌊🌊🌊,2 kline,0.02125,2023-10-18 10:59:22.220000,0.02133,5.0,0.0,7.0,0.8
18410,DUSKUSDT,💥💥💥,1 kline,0.10917,2023-10-18 10:58:23.274000,0.10883,5.0,0.0,4.0,1.264
18411,EDUUSDT,🌊🌊🌊,2 kline,0.4043,2023-10-18 10:42:35.414000,0.4031,7.0,0.0,6.0,0.297
18412,ONTUSDT,🌊🌊🌊,2 kline,0.168,2023-10-18 10:37:11.285000,0.168,6.0,0.0,43.0,0.238
